PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Chris Boucher,43,495,13.204,14.720,-1.51,2019-20,1610612761
Malcolm Miller,5,533,15.909,14.577,1.33,2019-20,1610612761
Stanley Johnson,20,518,13.533,14.636,-1.10,2019-20,1610612761
Paul Watson,9,529,13.421,14.612,-1.19,2019-20,1610612761
OG Anunoby,393,145,14.833,13.961,0.87,2019-20,1610612761
Pascal Siakam,418,120,14.889,13.608,1.28,2019-20,1610612761
Marc Gasol,228,310,14.942,14.334,0.61,2019-20,1610612761
Fred VanVleet,430,108,14.884,13.487,1.40,2019-20,1610612761
Kyle Lowry,413,125,14.741,14.130,0.61,2019-20,1610612761
Serge Ibaka,251,287,14.335,14.818,-0.48,2019-20,1610612761
Norman Powell,273,265,14.590,14.592,0.00,2019-20,1610612761
Rondae Hollis-Jefferson,39,499,13.655,14.669,-1.01,2019-20,1610612761
Matt Thomas,84,454,13.180,14.874,-1.69,2019-20,1610612761
Terence Davis,84,454,12.840,14.954,-2.11,2019-20,1610612761
